cod_provincia,provincia,anio,tasa_actividad,tasa_paro,tasa_empleo,trimestres_disponibles
17,Girona,2023,61.025,9.9575,54.9475,4
17,Girona,2024,61.1825,9.467500000000001,55.3875,4
17,Girona,2025,61.3875,8.3725,56.255,4
17,Girona,2026,61.11,12.5,53.47,1
18,Granada,2002,49.9525,19.675,40.125,4
18,Granada,2003,51.6525,17.8375,42.435,4
18,Granada,2004,50.042500000000004,13.3775,43.305,4
18,Granada,2005,51.4375,13.1175,44.69,4
18,Granada,2006,53.455,10.985,47.582499999999996,4
18,Granada,2007,54.5025,11.8825,48.0175,4
18,Granada,2008,56.3225,19.3275,45.435,4
18,Granada,2009,56.582499999999996,26.2225,41.7425,4
18,Granada,2010,56.760000000000005,28.735,40.455,4
18,Granada,2011,56.6625,29.122500000000002,40.1575,4
18,Granada,2012,57.9325,35.5875,37.29,4
18,Granada,2013,58.760000000000005,37.035,36.995,4
18,Granada,2014,58.8725,35.915,37.7275,4
18,Granada,2015,58.44,30.942500000000003,40.3475,4
18,Granada,2016,58.667500000000004,29.9375,41.095,4
18,Granada,2017,58.2225,25.7725,43.22,4
18,Granada,2018,56.91,23.997500000000002,43.25,4
18,Granada,2019,56.144999999999996,22.21,43.665,4
18,Granada,2020,53.925000000000004,23.775,41.11,4
18,Granada,2021,57.065,22.63,44.155,4
18,Granada,2022,57.415,20.9575,45.370000000000005,4
18,Granada,2023,58.4075,20.5075,46.425,4
18,Granada,2024,56.435,21.435,44.335,4
18,Granada,2025,55.8925,18.5,45.55,4
18,Granada,2026,54.6,15.05,46.38,1
19,Guadalajara,2002,51.685,8.8975,47.082499999999996,4
19,Guadalajara,2003,53.735,8.7475,49.0375,4
19,Guadalajara,2004,56.5575,8.065,52.0025,4
19,Guadalajara,2005,59.085,6.9775,54.962500000000006,4
19,Guadalajara,2006,59.3375,6.6625,55.3825,4
19,Guadalajara,2007,59.3775,5.0024999999999995,56.405,4
19,Guadalajara,2008,60.8825,8.7575,55.535,4
19,Guadalajara,2009,61.760000000000005,13.9125,53.17,4
19,Guadalajara,2010,63.0625,17.2025,52.2225,4
19,Guadalajara,2011,63.08,19.5675,50.7325,4
19,Guadalajara,2012,65.17,22.6375,50.3875,4
19,Guadalajara,2013,64.16499999999999,22.560000000000002,49.667500000000004,4
19,Guadalajara,2014,65.2425,23.265,50.06,4
19,Guadalajara,2015,66.11000000000001,19.295,53.35,4
19,Guadalajara,2016,65.22,17.7875,53.6175,4
19,Guadalajara,2017,64.1975,13.9075,55.269999999999996,4
19,Guadalajara,2018,66.3075,11.4475,58.722500000000004,4
19,Guadalajara,2019,66.83250000000001,12.145,58.7175,4
19,Guadalajara,2020,62.3925,14.870000000000001,53.129999999999995,4
19,Guadalajara,2021,60.7375,12.7475,52.9925,4
19,Guadalajara,2022,62.5225,11.1725,55.53,4
19,Guadalajara,2023,64.0975,9.865,57.7775,4
19,Guadalajara,2024,64.4225,10.875,57.415,4
19,Guadalajara,2025,63.2775,10.497499999999999,56.6275,4
19,Guadalajara,2026,62.15,8.96,56.58,1
20,Gipuzkoa,2002,56.195,7.0075,52.255,4
20,Gipuzkoa,2003,57.1175,6.44,53.435,4
20,Gipuzkoa,2004,57.095,6.7975,53.21,4
20,Gipuzkoa,2005,58.195,5.695,54.879999999999995,4
20,Gipuzkoa,2006,58.835,5.7575,55.447500000000005,4
20,Gipuzkoa,2007,59.8575,5.0925,56.8125,4
20,Gipuzkoa,2008,60.2025,5.335,56.9925,4
20,Gipuzkoa,2009,59.019999999999996,9.282499999999999,53.540000000000006,4
20,Gipuzkoa,2010,58.1475,8.030000000000001,53.4775,4
20,Gipuzkoa,2011,59.5975,10.1775,53.5325,4
20,Gipuzkoa,2012,57.435,12.97,49.9925,4
20,Gipuzkoa,2013,56.0625,14.115,48.15,4
20,Gipuzkoa,2014,55.980000000000004,14.26,47.995000000000005,4
20,Gipuzkoa,2015,56.4975,12.67,49.3425,4
20,Gipuzkoa,2016,56.895,10.2575,51.052499999999995,4
20,Gipuzkoa,2017,55.269999999999996,9.015,50.2875,4
20,Gipuzkoa,2018,56.4675,7.6975,52.1225,4
20,Gipuzkoa,2019,56.075,7.22,52.0225,4
20,Gipuzkoa,2020,55.975,7.585,51.72,4
20,Gipuzkoa,2021,57.195,8.615,52.26,4
20,Gipuzkoa,2022,55.19,7.87,50.8525,4
20,Gipuzkoa,2023,55.245000000000005,7.465,51.12,4
20,Gipuzkoa,2024,53.61,6.3575,50.192499999999995,4
20,Gipuzkoa,2025,53.03,6.6425,49.504999999999995,4
20,Gipuzkoa,2026,53.79,7.39,49.81,1
21,Huelva,2002,52.057500000000005,21.439999999999998,40.875,4
21,Huelva,2003,52.7425,19.9375,42.2025,4
21,Huelva,2004,49.552499999999995,16.0775,41.5875,4
21,Huelva,2005,52.1225,15.682500000000001,43.94,4
21,Huelva,2006,52.7725,14.0875,45.3325,4
21,Huelva,2007,56.185,14.025,48.3125,4
21,Huelva,2008,57.1625,17.705000000000002,47.055,4
21,Huelva,2009,57.275000000000006,22.505,44.39,4
21,Huelva,2010,58.7725,27.305,42.730000000000004,4
21,Huelva,2011,59.7275,31.24,41.075,4
21,Huelva,2012,60.53,34.78,39.480000000000004,4
21,Huelva,2013,58.6875,34.8275,38.25,4
21,Huelva,2014,57.9975,31.9525,39.475,4
21,Huelva,2015,57.575,29.7625,40.4575,4
21,Huelva,2016,56.2225,29.035,39.8975,4
21,Huelva,2017,56.33,24.0325,42.795,4
21,Huelva,2018,55.6075,22.9175,42.87,4
21,Huelva,2019,57.2825,21.9425,44.724999999999994,4
21,Huelva,2020,53.8625,20.5975,42.7425,4
21,Huelva,2021,54.5475,20.377499999999998,43.4775,4
21,Huelva,2022,55.0275,17.494999999999997,45.43,4
21,Huelva,2023,56.66,18.3275,46.29,4
21,Huelva,2024,55.54,15.125,47.1375,4
21,Huelva,2025,57.412499999999994,13.1625,49.85,4
21,Huelva,2026,57.41,14.28,49.21,1
22,Huesca,2002,50.77,4.3375,48.5775,4
22,Huesca,2003,52.5775,3.835,50.56,4
22,Huesca,2004,53.6325,5.415,50.73,4
22,Huesca,2005,56.36,6.8025,52.5325,4
22,Huesca,2006,56.4125,5.4975000000000005,53.3175,4
22,Huesca,2007,56.2575,4.0375,53.9925,4
22,Huesca,2008,60.17,5.4350000000000005,56.9025,4
22,Huesca,2009,58.7475,10.8275,52.3825,4
22,Huesca,2010,58.307500000000005,12.9625,50.745000000000005,4
22,Huesca,2011,60.03,13.345,52.019999999999996,4
22,Huesca,2012,60.0125,14.59,51.2525,4
22,Huesca,2013,56.519999999999996,17.165,46.8175,4
22,Huesca,2014,57.515,17.205,47.6375,4
22,Huesca,2015,58.79,14.4725,50.2775,4
22,Huesca,2016,58.2325,12.54,50.9375,4
22,Huesca,2017,57.8675,9.0475,52.64,4
22,Huesca,2018,57.9525,9.51,52.4425,4
22,Huesca,2019,59.0725,9.022499999999999,53.745,4
22,Huesca,2020,57.65,10.7575,51.45,4
22,Huesca,2021,58.8925,7.6175,54.4125,4
22,Huesca,2022,57.7325,9.42,52.292500000000004,4
22,Huesca,2023,57.0875,8.4475,52.26,4
22,Huesca,2024,59.2325,9.129999999999999,53.832499999999996,4
22,Huesca,2025,59.5075,6.6825,55.5325,4
22,Huesca,2026,59.23,5.56,55.94,1
23,Jaén,2002,49.1375,18.395,40.1025,4
23,Jaén,2003,50.275000000000006,18.88,40.815,4
23,Jaén,2004,50.8725,18.245,41.615,4
23,Jaén,2005,49.2925,15.9575,41.4275,4
23,Jaén,2006,49.025,13.6375,42.335,4
23,Jaén,2007,50.7225,13.0525,44.0925,4
23,Jaén,2008,52.71,16.4825,44.02,4
23,Jaén,2009,52.9825,23.5775,40.510000000000005,4
23,Jaén,2010,54.135,25.05,40.5875,4
23,Jaén,2011,53.8575,28.075,38.7575,4
23,Jaén,2012,54.5325,35.8125,35.0025,4
23,Jaén,2013,56.175,39.3575,34.0725,4
23,Jaén,2014,54.5375,33.2825,36.400000000000006,4
23,Jaén,2015,55.182500000000005,34.0625,36.3925,4
23,Jaén,2016,54.3825,32.0925,36.94,4
23,Jaén,2017,55.0675,26.755000000000003,40.32,4
23,Jaén,2018,52.895,23.0125,40.725,4
23,Jaén,2019,52.1725,22.29,40.545,4
23,Jaén,2020,51.345,23.995,39.0275,4
23,Jaén,2021,52.7175,22.09,41.08,4
23,Jaén,2022,52.2325,18.975,42.32,4
23,Jaén,2023,52,18.4725,42.37,4
23,Jaén,2024,51.9275,19.335,41.8625,4
23,Jaén,2025,52.3025,15.9025,43.985,4
23,Jaén,2026,52.3,11.81,46.13,1
24,León,2002,43.015,10.435,38.525,4
24,León,2003,43.165,9.53,39.0475,4
24,León,2004,44.12,8.3375,40.4375,4
24,León,2005,49.265,10.844999999999999,43.93,4
24,León,2006,48.677499999999995,8.93,44.34,4
24,León,2007,50.5475,7.6875,46.66,4
24,León,2008,50.135,9.532499999999999,45.355000000000004,4
24,León,2009,51.16,14.6175,43.6775,4
24,León,2010,51.425,16.1475,43.1225,4
24,León,2011,51.0875,17.2,42.3025,4
24,León,2012,50.8025,21.5,39.8775,4
24,León,2013,50.7925,23.8925,38.66,4
24,León,2014,51.3025,24.33,38.82,4
24,León,2015,50.045,21.2475,39.41,4
24,León,2016,50.715,19.2175,40.975,4
24,León,2017,50.0775,16.4025,41.8625,4
24,León,2018,50.3675,11.765,44.445,4
24,León,2019,52.0275,12.6875,45.43,4
24,León,2020,49.42,14.46,42.2675,4
24,León,2021,49.89,13.622499999999999,43.1175,4
24,León,2022,51.705,10.629999999999999,46.205,4
24,León,2023,50.1025,10.1325,45.025,4
24,León,2024,48.6225,9.6125,43.94,4
24,León,2025,49.9825,10.155,44.91,4
24,León,2026,49.28,8.46,45.11,1
25,Lleida,2002,53.8975,6.485,50.3975,4
25,Lleida,2003,54.1775,5.6575,51.1175,4
25,Lleida,2004,55.9325,4.695,53.3025,4
25,Lleida,2005,59.9275,6.175,56.2225,4
25,Lleida,2006,60.8625,6.3925,56.965,4
25,Lleida,2007,60.235,3.0324999999999998,58.4125,4
25,Lleida,2008,62.510000000000005,6.555,58.385000000000005,4
25,Lleida,2009,62.6975,11.56,55.445,4
25,Lleida,2010,60.375,14.635,51.535,4
25,Lleida,2011,61.395,13.780000000000001,52.9275,4
25,Lleida,2012,61.902499999999996,17.8325,50.8625,4
25,Lleida,2013,62.5025,16.4725,52.205,4
25,Lleida,2014,60.9825,15.045,51.81,4
25,Lleida,2015,62.9175,15.0375,53.4625,4
25,Lleida,2016,60.33,11.6275,53.2775,4
25,Lleida,2017,59.6225,11.67,52.665,4
25,Lleida,2018,59.7675,10.545,53.447500000000005,4
25,Lleida,2019,62.14,9.675,56.129999999999995,4
25,Lleida,2020,60.98,9.3575,55.265,4
25,Lleida,2021,62.195,11.2175,55.2125,4
25,Lleida,2022,59.9075,9.995000000000001,53.93,4
25,Lleida,2023,59.015,7.592499999999999,54.542500000000004,4
25,Lleida,2024,60.39,6.635,56.375,4
25,Lleida,2025,60.9975,5.2,57.8125,4
25,Lleida,2026,60.46,7.3,56.05,1
26,"Rioja, La",2002,52.7825,7.05,49.0625,4
26,"Rioja, La",2003,53.605000000000004,6.0325,50.3725,4
26,"Rioja, La",2004,55.2025,5.9475,51.9275,4
26,"Rioja, La",2005,60.03,6.375,56.2075,4
26,"Rioja, La",2006,59.6725,6.1125,56.0225,4
26,"Rioja, La",2007,59.4,5.7675,55.97,4
26,"Rioja, La",2008,60.45,7.8925,55.6775,4
26,"Rioja, La",2009,60.51,12.6475,52.8575,4
26,"Rioja, La",2010,59.9025,14.145,51.4275,4
26,"Rioja, La",2011,60.605000000000004,17.2075,50.1725,4
26,"Rioja, La",2012,59.85,20.5675,47.5325,4
26,"Rioja, La",2013,59.31,20.035,47.425,4
26,"Rioja, La",2014,60.277499999999996,18.16,49.3275,4
26,"Rioja, La",2015,59.375,15.3825,50.239999999999995,4
26,"Rioja, La",2016,59.2325,13.535,51.207499999999996,4
26,"Rioja, La",2017,58.955,11.9925,51.885,4
26,"Rioja, La",2018,59.1525,10.4025,53,4
26,"Rioja, La",2019,59.5075,9.96,53.58,4
26,"Rioja, La",2020,58.4,10.8,52.0925,4
26,"Rioja, La",2021,59.8775,11.605,52.925000000000004,4
26,"Rioja, La",2022,59.53,9.55,53.84,4
26,"Rioja, La",2023,58.965,9.375,53.4375,4
26,"Rioja, La",2024,58.4575,9.745000000000001,52.76,4
26,"Rioja, La",2025,59.2475,8.1175,54.442499999999995,4
26,"Rioja, La",2026,57.84,9.62,52.28,1
27,Lugo,2002,49.635000000000005,9.2325,45.0475,4
27,Lugo,2003,49.45,8.1425,45.41,4
27,Lugo,2004,50.067499999999995,8.8325,45.644999999999996,4
27,Lugo,2005,48.65,6.72,45.38,4
27,Lugo,2006,50.215,6.565,46.9175,4
27,Lugo,2007,49.4425,5.76,46.59,4
27,Lugo,2008,51.332499999999996,6.282500000000001,48.1075,4
27,Lugo,2009,49.792500000000004,9.405000000000001,45.1125,4
27,Lugo,2010,51.7425,10.7825,46.1625,4
27,Lugo,2011,52.31,11.9075,46.082499999999996,4
27,Lugo,2012,51.57,16.11,43.26,4
27,Lugo,2013,52.005,18.96,42.144999999999996,4
27,Lugo,2014,51.435,18.947499999999998,41.67,4
27,Lugo,2015,51.91,15.9575,43.6325,4
27,Lugo,2016,52.115,14.785,44.405,4
27,Lugo,2017,51.6575,12.66,45.1225,4
27,Lugo,2018,51.692499999999995,9.1875,46.9425,4
27,Lugo,2019,51.0175,8.8625,46.495,4
27,Lugo,2020,51.205,8.787500000000001,46.7025,4
27,Lugo,2021,52.254999999999995,8.8725,47.615,4
27,Lugo,2022,51.675,9.125,46.96,4
27,Lugo,2023,52.41,8.22,48.0925,4
27,Lugo,2024,52.1475,7.09,48.4475,4
27,Lugo,2025,51.84,6.3225,48.555,4
27,Lugo,2026,54.88,8.89,50.01,1
28,Madrid,2002,58.739999999999995,7.2975,54.455,4
28,Madrid,2003,59.455,7.3675,55.075,4
28,Madrid,2004,60.875,6.737500000000001,56.775,4
28,Madrid,2005,63.3125,6.835,58.9875,4
28,Madrid,2006,64.275,6.3025,60.2275,4
28,Madrid,2007,64.955,6.2425,60.9,4
28,Madrid,2008,65.525,8.6,59.885,4
28,Madrid,2009,65.77499999999999,13.855,56.6625,4
28,Madrid,2010,66.0775,15.8425,55.61,4
28,Madrid,2011,65.2375,16.3375,54.58,4
28,Madrid,2012,65.325,18.53,53.22,4
28,Madrid,2013,64.4625,19.7625,51.72,4
28,Madrid,2014,63.86,18.747500000000002,51.8925,4
28,Madrid,2015,64.575,17.0575,53.557500000000005,4
28,Madrid,2016,63.65,15.712499999999999,53.644999999999996,4
28,Madrid,2017,62.870000000000005,13.3425,54.4825,4
28,Madrid,2018,62.895,12.219999999999999,55.207499999999996,4
28,Madrid,2019,62.835,10.622499999999999,56.1575,4
28,Madrid,2020,62.14,12.497499999999999,54.3725,4
28,Madrid,2021,63.3275,11.6875,55.925,4
28,Madrid,2022,63.302499999999995,11.215,56.2,4
28,Madrid,2023,63.245,9.955,56.9525,4
28,Madrid,2024,63.1475,8.975,57.480000000000004,4
28,Madrid,2025,63.2725,7.9675,58.230000000000004,4
28,Madrid,2026,63.29,7.91,58.28,1
29,Málaga,2002,52.1775,14.91,44.395,4
29,Málaga,2003,52.6975,16.2425,44.14,4
29,Málaga,2004,53.645,14.985,45.6225,4
29,Málaga,2005,55.495000000000005,11.56,49.082499999999996,4
29,Málaga,2006,56.1475,11.02,49.9625,4
29,Málaga,2007,57.3575,10.835,51.14,4
29,Málaga,2008,58.1125,18.1775,47.5225,4
29,Málaga,2009,58.83,26.1425,43.435,4
29,Málaga,2010,59.5075,29.122500000000002,42.177499999999995,4
29,Málaga,2011,58.6125,30.64,40.6475,4
29,Málaga,2012,59.3625,34.2875,39.010000000000005,4
29,Málaga,2013,58.66,35.735,37.7,4
29,Málaga,2014,59.695,32.6275,40.23,4
29,Málaga,2015,60.1375,29.5675,42.345,4
29,Málaga,2016,57.7475,26.0575,42.6875,4
29,Málaga,2017,56.05,22.4375,43.465,4
29,Málaga,2018,57.0625,19.189999999999998,46.1175,4
29,Málaga,2019,56.905,17.6425,46.864999999999995,4
29,Málaga,2020,56.295,20.345,44.837500000000006,4
29,Málaga,2021,57.43,20.427500000000002,45.7025,4
29,Málaga,2022,57.115,18.4425,46.585,4
29,Málaga,2023,58.3275,16.822499999999998,48.5225,4
29,Málaga,2024,57.894999999999996,13.559999999999999,50.042500000000004,4
29,Málaga,2025,59.9075,12.9825,52.1425,4
29,Málaga,2026,59.85,12.59,52.32,1
30,Murcia,2002,56.0875,11.295,49.7525,4
30,Murcia,2003,57.425,10.7875,51.2275,4
30,Murcia,2004,58.74,10.7275,52.4425,4
30,Murcia,2005,58.25,8.0375,53.567499999999995,4
30,Murcia,2006,59.35,7.8774999999999995,54.6775,4
30,Murcia,2007,60.5875,7.54,56.0175,4
30,Murcia,2008,61.68,12.43,54.015,4
30,Murcia,2009,61.31,20.3275,48.8575,4
30,Murcia,2010,61.94,22.8625,47.775000000000006,4
30,Murcia,2011,61.495,24.985,46.1275,4
30,Murcia,2012,61.775,27.615000000000002,44.7175,4
30,Murcia,2013,61.4,28.98,43.6075,4
30,Murcia,2014,61.085,26.585,44.845,4
30,Murcia,2015,59.447500000000005,24.615000000000002,44.815,4
30,Murcia,2016,59.1375,19.7825,47.4375,4
30,Murcia,2017,59.5175,18.0325,48.7875,4
30,Murcia,2018,59.3125,16.7625,49.3725,4
30,Murcia,2019,59.120000000000005,14.68,50.4425,4
30,Murcia,2020,58.8375,16.17,49.315,4
30,Murcia,2021,60.1875,14.7225,51.33,4
30,Murcia,2022,59.555,13.585,51.4675,4
30,Murcia,2023,59.5875,12.775,51.975,4
30,Murcia,2024,59.7375,12.7325,52.1325,4
30,Murcia,2025,59.9475,12.1025,52.69,4
30,Murcia,2026,60.42,10.84,53.87,1
31,Navarra,2002,56.2775,5.835,52.995,4
31,Navarra,2003,56.685,5.7975,53.394999999999996,4
31,Navarra,2004,57.5375,5.5725,54.33,4
31,Navarra,2005,60.05,5.654999999999999,56.652499999999996,4
31,Navarra,2006,60.980000000000004,5.375,57.7025,4
31,Navarra,2007,61.26,4.72,58.3675,4
31,Navarra,2008,61.545,6.83,57.3425,4
31,Navarra,2009,61.015,10.8325,54.405,4
31,Navarra,2010,60.725,11.9025,53.5,4
31,Navarra,2011,60.9825,12.9875,53.06,4
31,Navarra,2012,60.715,16.1625,50.9,4
31,Navarra,2013,60.175,17.93,49.385,4
31,Navarra,2014,59.7525,15.71,50.3625,4
31,Navarra,2015,58.8,13.8275,50.67,4
31,Navarra,2016,58.545,12.485,51.2375,4
31,Navarra,2017,59.120000000000005,10.2375,53.0675,4
31,Navarra,2018,59.0925,10.0275,53.17,4
31,Navarra,2019,58.635,8.2425,53.8025,4
31,Navarra,2020,57.1275,10.055,51.379999999999995,4
31,Navarra,2021,58.1725,10.712499999999999,51.942499999999995,4
31,Navarra,2022,58.7225,9.735,53.0025,4
31,Navarra,2023,58.7875,9.945,52.94,4
31,Navarra,2024,59.2625,7.64,54.735,4
31,Navarra,2025,58.9475,7.6899999999999995,54.4125,4
31,Navarra,2026,58.47,9.09,53.15,1
32,Ourense,2002,45.2575,8.4125,41.455,4
32,Ourense,2003,45.38,8.535,41.5,4
32,Ourense,2004,47.185,13.28,40.9225,4
32,Ourense,2005,47.644999999999996,10.655,42.5675,4
32,Ourense,2006,48.93,8.985,44.525,4
32,Ourense,2007,49.6625,5.775,46.7975,4
32,Ourense,2008,49.8925,6.25,46.775000000000006,4
32,Ourense,2009,49.0925,10.4175,43.9925,4
32,Ourense,2010,48.845,16.4275,40.8225,4
32,Ourense,2011,49.8375,17.775,40.975,4
32,Ourense,2012,49.5525,20.96,39.175,4
32,Ourense,2013,47.91,24.060000000000002,36.3825,4
32,Ourense,2014,47.3175,21.345,37.22,4
32,Ourense,2015,47.775,20.3425,38.045,4
32,Ourense,2016,47.99,19.54,38.6225,4
32,Ourense,2017,47.925,16.47,40.0225,4
32,Ourense,2018,47.99,13.75,41.3925,4
32,Ourense,2019,47.629999999999995,12.932500000000001,41.4675,4
32,Ourense,2020,47.3825,11.725,41.83,4
32,Ourense,2021,48.205,10.9475,42.927499999999995,4
32,Ourense,2022,48.504999999999995,11.4875,42.9325,4
32,Ourense,2023,48.835,9.57,44.17,4
32,Ourense,2024,48.915,10.98,43.5425,4
32,Ourense,2025,47.5225,9.48,43.0175,4
32,Ourense,2026,48.93,11.29,43.41,1
33,Asturias,2002,44.192499999999995,9.805,39.8575,4
33,Asturias,2003,46.265,11.3,41.04,4
33,Asturias,2004,46.43,10.3225,41.635,4
33,Asturias,2005,48.2975,10.0375,43.4525,4
33,Asturias,2006,50,9.1625,45.42,4
33,Asturias,2007,50.535,8.4175,46.2875,4
33,Asturias,2008,52.665,8.5,48.19,4
33,Asturias,2009,51.9625,13.42,44.99,4
33,Asturias,2010,51.839999999999996,15.915000000000001,43.59,4
33,Asturias,2011,51.864999999999995,17.84,42.6125,4
33,Asturias,2012,52.3,21.822499999999998,40.8825,4
33,Asturias,2013,52.435,24.127499999999998,39.785,4
33,Asturias,2014,51.8375,21.1275,40.885,4
33,Asturias,2015,50.97,19.11,41.230000000000004,4
33,Asturias,2016,51.6825,17.6075,42.5775,4
33,Asturias,2017,50.86,13.7125,43.885000000000005,4
33,Asturias,2018,50.7725,13.6075,43.8625,4
33,Asturias,2019,50.7,14.192499999999999,43.5025,4
33,Asturias,2020,50.0225,14.12,42.96,4
33,Asturias,2021,50.4125,12.335,44.19,4
33,Asturias,2022,49.4225,12.5125,43.2375,4
33,Asturias,2023,50.085,12.1225,44.015,4
33,Asturias,2024,51.4025,10.135,46.2025,4
33,Asturias,2025,52.68,8.8325,48.0275,4
33,Asturias,2026,52.02,9.02,47.33,1
34,Palencia,2002,45.1025,8.49,41.2725,4
34,Palencia,2003,47.7175,9.19,43.33,4
34,Palencia,2004,49.9975,7.445,46.2825,4
34,Palencia,2005,53.18,7.3925,49.2425,4
34,Palencia,2006,52.7825,7.1925,48.99,4
34,Palencia,2007,51.6175,6.16,48.4375,4
34,Palencia,2008,51.385000000000005,9.7075,46.3925,4
34,Palencia,2009,53.05,14.5925,45.317499999999995,4
34,Palencia,2010,55.42,15.165,47.015,4
34,Palencia,2011,54.57,17.7975,44.8575,4
34,Palencia,2012,55.275,18.9975,44.775,4
34,Palencia,2013,55.7475,21.34,43.8525,4
34,Palencia,2014,53.53,22.3125,41.582499999999996,4
34,Palencia,2015,55.2175,20.31,44.0175,4
34,Palencia,2016,54.625,15.212499999999999,46.32,4
34,Palencia,2017,54.5175,13.6275,47.09,4
34,Palencia,2018,53.525000000000006,12.02,47.1,4
34,Palencia,2019,52.7325,10.49,47.209999999999994,4
34,Palencia,2020,53.45,11.42,47.3525,4
34,Palencia,2021,52.9625,9.9925,47.6725,4
34,Palencia,2022,54.6175,9.5075,49.4325,4
34,Palencia,2023,54.82,8.735,50.0375,4
34,Palencia,2024,53.9,7,50.1275,4
34,Palencia,2025,52.230000000000004,7.61,48.2525,4
34,Palencia,2026,52.58,7.45,48.66,1
35,"Palmas, Las",2002,57.825,10.7025,51.635000000000005,4
35,"Palmas, Las",2003,59.0075,10.425,52.855000000000004,4
35,"Palmas, Las",2004,59.567499999999995,11.002500000000001,53.0125,4
35,"Palmas, Las",2005,61.08,12.6775,53.335,4
35,"Palmas, Las",2006,62.7975,11.9675,55.28,4
35,"Palmas, Las",2007,62.295,11.2325,55.3,4
35,"Palmas, Las",2008,62.05,18.21,50.745,4
35,"Palmas, Las",2009,63.2725,27.78,45.695,4
35,"Palmas, Las",2010,62.7375,30.63,43.5275,4
35,"Palmas, Las",2011,63.0875,31.2875,43.35,4
35,"Palmas, Las",2012,64.08,33.9975,42.2975,4
35,"Palmas, Las",2013,64.13499999999999,34.8225,41.805,4
35,"Palmas, Las",2014,62.2475,33.1225,41.6375,4
35,"Palmas, Las",2015,62.045,29.8675,43.505,4
35,"Palmas, Las",2016,60.46,26.295,44.5575,4
35,"Palmas, Las",2017,61.135,24.560000000000002,46.1225,4
35,"Palmas, Las",2018,61.114999999999995,20.235,48.7475,4
35,"Palmas, Las",2019,60.12,22.22,46.77,4
