cod_provincia,provincia,anio,precio_vivienda_libre_eur_m2,trimestres_disponibles
35,Las Palmas,2018,1562.45,4
35,Las Palmas,2019,1609.075,4
35,Las Palmas,2020,1584.7749999999999,4
35,Las Palmas,2021,1615.625,4
35,Las Palmas,2022,1694.575,4
35,Las Palmas,2023,1767,4
35,Las Palmas,2024,1858.025,4
35,Las Palmas,2025,2048.65,4
36,Pontevedra,1995,587.65,4
36,Pontevedra,1996,573.9000000000001,4
36,Pontevedra,1997,600.125,4
36,Pontevedra,1998,624.475,4
36,Pontevedra,1999,665.025,4
36,Pontevedra,2000,730.9,4
36,Pontevedra,2001,807.65,4
36,Pontevedra,2002,913.15,4
36,Pontevedra,2003,1006.15,4
36,Pontevedra,2004,1144.05,4
36,Pontevedra,2005,1347.45,4
36,Pontevedra,2006,1556.625,4
36,Pontevedra,2007,1688.95,4
36,Pontevedra,2008,1705.375,4
36,Pontevedra,2009,1644.35,4
36,Pontevedra,2010,1590.675,4
36,Pontevedra,2011,1482.15,4
36,Pontevedra,2012,1293.175,4
36,Pontevedra,2013,1268.9,4
36,Pontevedra,2014,1245.75,4
36,Pontevedra,2015,1216.825,4
36,Pontevedra,2016,1229.4,4
36,Pontevedra,2017,1229,4
36,Pontevedra,2018,1238.875,4
36,Pontevedra,2019,1262.425,4
36,Pontevedra,2020,1262.25,4
36,Pontevedra,2021,1284.65,4
36,Pontevedra,2022,1351.075,4
36,Pontevedra,2023,1396.025,4
36,Pontevedra,2024,1486.6,4
36,Pontevedra,2025,1636.8,4
37,Salamanca,1995,639.775,4
37,Salamanca,1996,626.5,4
37,Salamanca,1997,674.725,4
37,Salamanca,1998,696.65,4
37,Salamanca,1999,740.25,4
37,Salamanca,2000,813.1,4
37,Salamanca,2001,888.975,4
37,Salamanca,2002,936.2,4
37,Salamanca,2003,1042.675,4
37,Salamanca,2004,1225.675,4
37,Salamanca,2005,1383.95,4
37,Salamanca,2006,1500.55,4
37,Salamanca,2007,1583.075,4
37,Salamanca,2008,1588.575,4
37,Salamanca,2009,1469.325,4
37,Salamanca,2010,1440.75,4
37,Salamanca,2011,1400.55,4
37,Salamanca,2012,1305.3,4
37,Salamanca,2013,1226.85,4
37,Salamanca,2014,1183.75,4
37,Salamanca,2015,1206.125,4
37,Salamanca,2016,1203.4,4
37,Salamanca,2017,1194.75,4
37,Salamanca,2018,1170.0249999999999,4
37,Salamanca,2019,1183.725,4
37,Salamanca,2020,1185.5,4
37,Salamanca,2021,1162.625,4
37,Salamanca,2022,1192.8000000000002,4
37,Salamanca,2023,1199.025,4
37,Salamanca,2024,1217.55,4
37,Salamanca,2025,1334.075,4
38,Santa Cruz de Tenerife,1995,584.875,4
38,Santa Cruz de Tenerife,1996,606,4
38,Santa Cruz de Tenerife,1997,646.775,4
38,Santa Cruz de Tenerife,1998,706.825,4
38,Santa Cruz de Tenerife,1999,791.025,4
38,Santa Cruz de Tenerife,2000,909.975,4
38,Santa Cruz de Tenerife,2001,1013.775,4
38,Santa Cruz de Tenerife,2002,1101.75,4
38,Santa Cruz de Tenerife,2003,1227.475,4
38,Santa Cruz de Tenerife,2004,1370.95,4
38,Santa Cruz de Tenerife,2005,1539.1,4
38,Santa Cruz de Tenerife,2006,1646.1,4
38,Santa Cruz de Tenerife,2007,1729.775,4
38,Santa Cruz de Tenerife,2008,1712.575,4
38,Santa Cruz de Tenerife,2009,1586.45,4
38,Santa Cruz de Tenerife,2010,1510.8,4
38,Santa Cruz de Tenerife,2011,1484.275,4
38,Santa Cruz de Tenerife,2012,1374.475,4
38,Santa Cruz de Tenerife,2013,1232.6750000000002,4
38,Santa Cruz de Tenerife,2014,1220.175,4
38,Santa Cruz de Tenerife,2015,1261.95,4
38,Santa Cruz de Tenerife,2016,1274.95,4
38,Santa Cruz de Tenerife,2017,1317.75,4
38,Santa Cruz de Tenerife,2018,1371.775,4
38,Santa Cruz de Tenerife,2019,1429.8249999999998,4
38,Santa Cruz de Tenerife,2020,1427.5249999999999,4
38,Santa Cruz de Tenerife,2021,1452.6,4
38,Santa Cruz de Tenerife,2022,1515.6750000000002,4
38,Santa Cruz de Tenerife,2023,1654.925,4
38,Santa Cruz de Tenerife,2024,1806.4,4
38,Santa Cruz de Tenerife,2025,2040.1000000000001,4
39,Cantabria,1995,737.825,4
39,Cantabria,1996,745.525,4
39,Cantabria,1997,764.175,4
39,Cantabria,1998,771.4749999999999,4
39,Cantabria,1999,821.775,4
39,Cantabria,2000,920.8249999999999,4
39,Cantabria,2001,1080.7,4
39,Cantabria,2002,1226.3999999999999,4
39,Cantabria,2003,1363.975,4
39,Cantabria,2004,1512.525,4
39,Cantabria,2005,1686.7,4
39,Cantabria,2006,1906.575,4
39,Cantabria,2007,2039.25,4
39,Cantabria,2008,2024.25,4
39,Cantabria,2009,1832.15,4
39,Cantabria,2010,1855.5,4
39,Cantabria,2011,1782.575,4
39,Cantabria,2012,1716.55,4
39,Cantabria,2013,1538.725,4
39,Cantabria,2014,1496.725,4
39,Cantabria,2015,1477.9,4
39,Cantabria,2016,1465.525,4
39,Cantabria,2017,1478.625,4
39,Cantabria,2018,1448.7250000000001,4
39,Cantabria,2019,1465.925,4
39,Cantabria,2020,1437.4,4
39,Cantabria,2021,1464.4,4
39,Cantabria,2022,1511.1499999999999,4
39,Cantabria,2023,1547.1,4
39,Cantabria,2024,1654.675,4
39,Cantabria,2025,1885.5749999999998,4
40,Segovia,1995,633.975,4
40,Segovia,1996,653.575,4
40,Segovia,1997,649.75,4
40,Segovia,1998,686.375,4
40,Segovia,1999,708.6,4
40,Segovia,2000,743.35,4
40,Segovia,2001,831.775,4
40,Segovia,2002,935.35,4
40,Segovia,2003,1061.125,4
40,Segovia,2004,1244.45,4
40,Segovia,2005,1361.1,4
40,Segovia,2006,1488.85,4
40,Segovia,2007,1585.4,4
40,Segovia,2008,1580.825,4
40,Segovia,2009,1459.225,4
40,Segovia,2010,1412.85,4
40,Segovia,2011,1319.55,4
40,Segovia,2012,1219.3333333333333,3
40,Segovia,2013,1108.875,4
40,Segovia,2014,1055.975,4
40,Segovia,2015,1014.7,4
40,Segovia,2016,980.7,4
40,Segovia,2017,978.275,4
40,Segovia,2018,980.5,4
40,Segovia,2019,975.575,4
40,Segovia,2020,973.675,4
40,Segovia,2021,977.95,4
40,Segovia,2022,1042.025,4
40,Segovia,2023,1110.3500000000001,4
40,Segovia,2024,1164.65,4
40,Segovia,2025,1316.375,4
41,Sevilla,1995,502.79999999999995,4
41,Sevilla,1996,501.075,4
41,Sevilla,1997,510.075,4
41,Sevilla,1998,534.3,4
41,Sevilla,1999,573.075,4
41,Sevilla,2000,641.2249999999999,4
41,Sevilla,2001,748.85,4
41,Sevilla,2002,869.975,4
41,Sevilla,2003,1021.2,4
41,Sevilla,2004,1281.775,4
41,Sevilla,2005,1453.875,4
41,Sevilla,2006,1600.475,4
41,Sevilla,2007,1708.125,4
41,Sevilla,2008,1777.325,4
41,Sevilla,2009,1710.275,4
41,Sevilla,2010,1647.875,4
41,Sevilla,2011,1576.4,4
41,Sevilla,2012,1413.925,4
41,Sevilla,2013,1296,4
41,Sevilla,2014,1257.55,4
41,Sevilla,2015,1271.35,4
41,Sevilla,2016,1230.225,4
41,Sevilla,2017,1253.375,4
41,Sevilla,2018,1266.625,4
41,Sevilla,2019,1312.4,4
41,Sevilla,2020,1316.05,4
41,Sevilla,2021,1340.025,4
41,Sevilla,2022,1398.55,4
41,Sevilla,2023,1493.25,4
41,Sevilla,2024,1562.025,4
41,Sevilla,2025,1698.15,4
42,Soria,1995,718.075,4
42,Soria,1996,707.775,4
42,Soria,1997,697.775,4
42,Soria,1998,755.675,4
42,Soria,1999,753.625,4
42,Soria,2000,820.35,4
42,Soria,2001,887.375,4
42,Soria,2002,958.2,4
42,Soria,2003,1011.375,4
42,Soria,2004,1104,4
42,Soria,2005,1203.475,4
42,Soria,2006,1335,4
42,Soria,2007,1357.9,4
42,Soria,2008,1360.275,4
42,Soria,2009,1330.25,4
42,Soria,2010,1357.5,4
42,Soria,2011,1347.225,4
42,Soria,2012,1358.7,1
42,Soria,2013,1122.275,4
42,Soria,2014,1079.625,4
42,Soria,2015,1073.525,4
42,Soria,2016,1057.375,4
42,Soria,2017,1027.825,4
42,Soria,2018,1019.4749999999999,4
42,Soria,2019,972.75,4
42,Soria,2020,929.1,4
42,Soria,2021,897.275,4
42,Soria,2022,915.6500000000001,4
42,Soria,2023,929.875,4
42,Soria,2024,962,4
42,Soria,2025,1039.3,4
43,Tarragona,1995,497.5,4
43,Tarragona,1996,506.725,4
43,Tarragona,1997,507.15000000000003,4
43,Tarragona,1998,539.475,4
43,Tarragona,1999,607.3,4
43,Tarragona,2000,688.25,4
43,Tarragona,2001,783.425,4
43,Tarragona,2002,928.3,4
43,Tarragona,2003,1124.05,4
43,Tarragona,2004,1423.875,4
43,Tarragona,2005,1602.325,4
43,Tarragona,2006,1740.475,4
43,Tarragona,2007,1877.425,4
43,Tarragona,2008,1941.4,4
43,Tarragona,2009,1793.025,4
43,Tarragona,2010,1743.325,4
43,Tarragona,2011,1641.35,4
43,Tarragona,2012,1448.65,4
43,Tarragona,2013,1284.05,4
43,Tarragona,2014,1233.8,4
43,Tarragona,2015,1228.325,4
43,Tarragona,2016,1232.25,4
43,Tarragona,2017,1246.65,4
43,Tarragona,2018,1261.6,4
43,Tarragona,2019,1281.75,4
43,Tarragona,2020,1252.625,4
43,Tarragona,2021,1310.55,4
43,Tarragona,2022,1372.425,4
43,Tarragona,2023,1400.875,4
43,Tarragona,2024,1490.175,4
43,Tarragona,2025,1641.95,4
44,Teruel,1995,448.225,4
44,Teruel,1996,450.625,4
44,Teruel,1997,477.05,4
44,Teruel,1998,480.75,4
44,Teruel,1999,515.475,4
44,Teruel,2000,588.35,4
44,Teruel,2001,633.275,4
44,Teruel,2002,691.575,4
44,Teruel,2003,753.55,4
44,Teruel,2004,797.4,4
44,Teruel,2005,864.05,4
44,Teruel,2006,958.775,4
44,Teruel,2007,1003.225,4
44,Teruel,2008,1057.5,4
44,Teruel,2009,1015.85,4
44,Teruel,2010,993.425,4
44,Teruel,2011,986.75,2
44,Teruel,2012,961,2
44,Teruel,2013,837,4
44,Teruel,2014,802.725,4
44,Teruel,2015,799.925,4
44,Teruel,2016,797.775,4
44,Teruel,2017,794.15,4
44,Teruel,2018,800.8249999999999,4
44,Teruel,2019,776.15,4
44,Teruel,2020,757.55,4
44,Teruel,2021,760.15,4
44,Teruel,2022,774.325,4
44,Teruel,2023,790.575,4
44,Teruel,2024,864.45,4
44,Teruel,2025,931.375,4
45,Toledo,1995,469.70000000000005,4
45,Toledo,1996,463.125,4
45,Toledo,1997,471.57500000000005,4
45,Toledo,1998,481.85,4
45,Toledo,1999,498.075,4
45,Toledo,2000,550.8,4
45,Toledo,2001,615.025,4
45,Toledo,2002,722.325,4
45,Toledo,2003,876.075,4
45,Toledo,2004,1093.125,4
45,Toledo,2005,1282.125,4
45,Toledo,2006,1396.525,4
45,Toledo,2007,1460.1999999999998,4
45,Toledo,2008,1441.5,4
45,Toledo,2009,1248.5,4
45,Toledo,2010,1212.875,4
45,Toledo,2011,1145.25,4
45,Toledo,2012,1042.375,4
45,Toledo,2013,895.9250000000001,4
45,Toledo,2014,817.775,4
45,Toledo,2015,808.45,4
45,Toledo,2016,806.1,4
45,Toledo,2017,799.625,4
45,Toledo,2018,811.5,4
45,Toledo,2019,836.5500000000001,4
45,Toledo,2020,834.5250000000001,4
45,Toledo,2021,857.15,4
45,Toledo,2022,890.4000000000001,4
45,Toledo,2023,931.625,4
45,Toledo,2024,974.375,4
45,Toledo,2025,1091.55,4
46,València/Valencia,1995,466.925,4
46,València/Valencia,1996,489.45,4
46,València/Valencia,1997,508,4
46,València/Valencia,1998,539.2,4
46,València/Valencia,1999,602.55,4
46,València/Valencia,2000,671.175,4
46,València/Valencia,2001,751.475,4
46,València/Valencia,2002,846.65,4
46,València/Valencia,2003,962.85,4
46,València/Valencia,2004,1097.85,4
46,València/Valencia,2005,1298.25,4
46,València/Valencia,2006,1461.575,4
46,València/Valencia,2007,1556.75,4
46,València/Valencia,2008,1624.55,4
46,València/Valencia,2009,1522.65,4
46,València/Valencia,2010,1419.925,4
46,València/Valencia,2011,1321.425,4
46,València/Valencia,2012,1165.5249999999999,4
46,València/Valencia,2013,1092.325,4
46,València/Valencia,2014,1065.65,4
46,València/Valencia,2015,1071.3000000000002,4
46,València/Valencia,2016,1099.5,4
46,València/Valencia,2017,1089.6,4
46,València/Valencia,2018,1127.4499999999998,4
46,València/Valencia,2019,1182.175,4
46,València/Valencia,2020,1176.9,4
46,València/Valencia,2021,1228.65,4
46,València/Valencia,2022,1299.3,4
46,València/Valencia,2023,1379.75,4
46,València/Valencia,2024,1504.35,4
46,València/Valencia,2025,1724.675,4
47,Valladolid,1995,670.8,4
47,Valladolid,1996,678.675,4
47,Valladolid,1997,670.15,4
47,Valladolid,1998,695.45,4
47,Valladolid,1999,763.275,4
47,Valladolid,2000,840.3,4
47,Valladolid,2001,937.925,4
47,Valladolid,2002,1012.55,4
47,Valladolid,2003,1086.1750000000002,4
47,Valladolid,2004,1275.85,4
47,Valladolid,2005,1461.45,4
47,Valladolid,2006,1582.3,4
47,Valladolid,2007,1660.65,4
47,Valladolid,2008,1652.325,4
47,Valladolid,2009,1543.625,4
47,Valladolid,2010,1513.4,4
47,Valladolid,2011,1387.65,4
47,Valladolid,2012,1311.55,4
47,Valladolid,2013,1212.975,4
47,Valladolid,2014,1162.575,4
47,Valladolid,2015,1150.45,4
47,Valladolid,2016,1159.0749999999998,4
47,Valladolid,2017,1171.75,4
47,Valladolid,2018,1201.6,4
47,Valladolid,2019,1239.3,4
47,Valladolid,2020,1225.4499999999998,4
47,Valladolid,2021,1253.025,4
47,Valladolid,2022,1276.8249999999998,4
47,Valladolid,2023,1286.925,4
47,Valladolid,2024,1337.0249999999999,4
47,Valladolid,2025,1457.8,4
48,Bizkaia,1995,900.4,4
48,Bizkaia,1996,934.65,4
48,Bizkaia,1997,933.4,4
48,Bizkaia,1998,999.425,4
48,Bizkaia,1999,1152.85,4
48,Bizkaia,2000,1386.975,4
48,Bizkaia,2001,1622.95,4
48,Bizkaia,2002,1832,4
48,Bizkaia,2003,2093.625,4
48,Bizkaia,2004,2262.325,4
48,Bizkaia,2005,2515.375,4
48,Bizkaia,2006,2797.775,4
48,Bizkaia,2007,3003.675,4
48,Bizkaia,2008,3045.6,4
48,Bizkaia,2009,2788.075,4
48,Bizkaia,2010,2680.525,4
48,Bizkaia,2011,2579.675,4
48,Bizkaia,2012,2488.3,4
48,Bizkaia,2013,2506.95,4
48,Bizkaia,2014,2393.125,4
48,Bizkaia,2015,2362.15,4
48,Bizkaia,2016,2337.925,4
48,Bizkaia,2017,2342.525,4
48,Bizkaia,2018,2315.5750000000003,4
48,Bizkaia,2019,2358.875,4
48,Bizkaia,2020,2325.125,4
48,Bizkaia,2021,2371.35,4
48,Bizkaia,2022,2457.35,4
48,Bizkaia,2023,2474.725,4
48,Bizkaia,2024,2526.575,4
48,Bizkaia,2025,2764.175,4
49,Zamora,1995,504.25,4
49,Zamora,1996,506.35,4
49,Zamora,1997,511.525,4
49,Zamora,1998,524.025,4
49,Zamora,1999,561.475,4
49,Zamora,2000,597.775,4
49,Zamora,2001,651.75,4
49,Zamora,2002,701.725,4
49,Zamora,2003,756.0999999999999,4
49,Zamora,2004,871.8,4
49,Zamora,2005,997.25,4
49,Zamora,2006,1122.05,4
49,Zamora,2007,1198.75,4
49,Zamora,2008,1214.85,4
49,Zamora,2009,1071.425,4
49,Zamora,2010,1100.3000000000002,4
49,Zamora,2011,1060.1,4
49,Zamora,2012,986.6,4
49,Zamora,2013,902.625,4
49,Zamora,2014,881.175,4
49,Zamora,2015,856.775,4
49,Zamora,2016,899.025,4
49,Zamora,2017,871.175,4
49,Zamora,2018,853.6,4
49,Zamora,2019,839.4,4
49,Zamora,2020,838.025,4
49,Zamora,2021,811,4
49,Zamora,2022,792.5,4
49,Zamora,2023,812.25,4
49,Zamora,2024,826.425,4
49,Zamora,2025,883.95,4
50,Zaragoza,1995,627.425,4
50,Zaragoza,1996,625.825,4
50,Zaragoza,1997,607.15,4
50,Zaragoza,1998,654.6,4
50,Zaragoza,1999,765.725,4
50,Zaragoza,2000,902.8,4
50,Zaragoza,2001,1023.675,4
50,Zaragoza,2002,1178.625,4
50,Zaragoza,2003,1305.55,4
50,Zaragoza,2004,1514,4
50,Zaragoza,2005,1732.55,4
50,Zaragoza,2006,1987.1000000000001,4
50,Zaragoza,2007,2084.9,4
50,Zaragoza,2008,2059.675,4
50,Zaragoza,2009,1880.9250000000002,4
50,Zaragoza,2010,1806.175,4
50,Zaragoza,2011,1641.525,4
50,Zaragoza,2012,1449.65,4
50,Zaragoza,2013,1283.45,4
50,Zaragoza,2014,1221.7,4
50,Zaragoza,2015,1258.025,4
50,Zaragoza,2016,1254.15,4
50,Zaragoza,2017,1235.1499999999999,4
50,Zaragoza,2018,1265.6999999999998,4
50,Zaragoza,2019,1314.25,4
50,Zaragoza,2020,1289.05,4
50,Zaragoza,2021,1297.575,4
50,Zaragoza,2022,1383.325,4
50,Zaragoza,2023,1425.275,4
50,Zaragoza,2024,1529.8,4
50,Zaragoza,2025,1728.7,4
51,Ceuta,2004,1311.725,4
51,Ceuta,2005,1464.45,4
51,Ceuta,2006,1639.075,4
51,Ceuta,2007,1798.5500000000002,4
51,Ceuta,2008,1887.7,4
51,Ceuta,2009,1846.05,4
51,Ceuta,2010,1818.375,4
51,Ceuta,2011,1819.175,4
51,Ceuta,2012,1777.85,4
51,Ceuta,2013,1735.2,4
51,Ceuta,2014,1778.225,4
51,Ceuta,2015,1720.625,4
51,Ceuta,2016,1721.475,4
51,Ceuta,2017,1773.15,4
51,Ceuta,2018,1729.375,4
51,Ceuta,2019,1744.65,4
51,Ceuta,2020,1770.8,4
51,Ceuta,2021,1782.375,4
51,Ceuta,2022,1841.75,4
51,Ceuta,2023,1843.35,4
51,Ceuta,2024,1945,4
51,Ceuta,2025,2085.55,4
52,Melilla,2004,1071.15,4
52,Melilla,2005,1193.175,4
52,Melilla,2006,1358.35,4
52,Melilla,2007,1477.325,4
52,Melilla,2008,1589.175,4
52,Melilla,2009,1600.475,4
52,Melilla,2010,1620.1,4
52,Melilla,2011,1623.55,4
52,Melilla,2012,1623.1,4
52,Melilla,2013,1525.5,3
52,Melilla,2014,1461.15,4
52,Melilla,2015,1467.6,4
52,Melilla,2016,1488.925,4
52,Melilla,2017,1551.975,4
52,Melilla,2018,1607.125,4
52,Melilla,2019,1652.65,4
52,Melilla,2020,1653.425,4
52,Melilla,2021,1676.425,4
52,Melilla,2022,1772.5,4
52,Melilla,2023,1836.5249999999999,4
52,Melilla,2024,1903.275,4
52,Melilla,2025,1993.675,4
